id,SCOREMARGIN,Unnamed: 0,action_type,defender_distance,defender_id,defender_name,defender_x_loc,defender_y_loc,event_type,game_date,game_event_id,game_id,grid_type,homeTeam,htm,loc_x,loc_y,minutes_remaining,period,player_id,player_name,season_type,seconds_remaining,shot_attempted_flag,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,time,vtm
156,-5,171,Jump Shot,7.649144435360073,201188.0,Marc Gasol,58.44362,40.81714,Missed Shot,20151111,344,21500120,Shot Chart Detail,0.0,MEM,64,36,6,3,201939,Stephen Curry,Regular,31,1,21,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500120:3:6:31,GSW
157,-2,172,Pullup Jump shot,9.62075781838416,203893.0,Russ Smith,80.15679,28.6084,Missed Shot,20151111,379,21500120,Shot Chart Detail,0.0,MEM,71,25,4,3,201939,Stephen Curry,Regular,15,1,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500120:3:4:15,GSW
158,-4,173,Driving Finger Roll Layup Shot,11.77367203852731,203893.0,Russ Smith,82.92947,13.1286,Made Shot,20151111,406,21500120,Shot Chart Detail,0.0,MEM,71,13,2,3,201939,Stephen Curry,Regular,48,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500120:3:2:48,GSW
159,-7,174,Driving Bank shot,8.775166449612227,2216.0,Zach Randolph,65.42273,21.95965,Made Shot,20151111,408,21500120,Shot Chart Detail,0.0,MEM,57,18,2,3,201939,Stephen Curry,Regular,26,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500120:3:2:26,GSW
160,-9,175,Jump Shot,10.305420767149684,203893.0,Russ Smith,66.45446,33.38705,Missed Shot,20151111,429,21500120,Shot Chart Detail,0.0,MEM,64,43,1,3,201939,Stephen Curry,Regular,19,1,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500120:3:1:19,GSW
161,-7,176,Driving Layup Shot,5.415617809530139,2216.0,Zach Randolph,49.58023,14.2543,Made Shot,20151111,439,21500120,Shot Chart Detail,0.0,MEM,54,14,0,3,201939,Stephen Curry,Regular,13,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500120:3:0:13,GSW
162,-11,177,Running Jump Shot,2.687174139277172,203893.0,Russ Smith,58.61277,8.94634,Made Shot,20151111,444,21500120,Shot Chart Detail,0.0,MEM,59,11,0,3,201939,Stephen Curry,Regular,0,1,39,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500120:3:0:00,GSW
163,-13,178,Jump Shot,8.507758187002016,201144.0,Mike Conley,99.06571,-0.64426,Missed Shot,20151111,502,21500120,Shot Chart Detail,0.0,MEM,90,1,5,4,201939,Stephen Curry,Regular,32,1,22,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500120:4:5:32,GSW
164,-20,179,Running Finger Roll Layup Shot,0.07225995917519565,203210.0,JaMychal Green,91.5495,26.61746,Made Shot,20151111,544,21500120,Shot Chart Detail,0.0,MEM,91,26,2,4,201939,Stephen Curry,Regular,37,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500120:4:2:37,GSW
165,-7,180,Jump Shot,22.92688379912325,203897.0,Zach LaVine,26.22629,47.47705,Made Shot,20151112,7,21500125,Shot Chart Detail,0.0,MIN,48,42,10,1,201939,Stephen Curry,Regular,54,1,27,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:1:10:54,GSW
166,-11,181,Jump Shot,26.721847295411674,203952.0,Andrew Wiggins,34.02649,17.38246,Made Shot,20151112,19,21500125,Shot Chart Detail,0.0,MIN,30,43,9,1,201939,Stephen Curry,Regular,48,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500125:1:9:48,GSW
167,-9,182,Layup Shot,7.668115144571058,203897.0,Zach LaVine,4.15558,25.18121,Missed Shot,20151112,36,21500125,Shot Chart Detail,0.0,MIN,-1,30,8,1,201939,Stephen Curry,Regular,7,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:1:8:07,GSW
168,-12,183,Jump Shot,16.024903817102928,2419.0,Tayshaun Prince,19.65795,30.31716,Made Shot,20151112,47,21500125,Shot Chart Detail,0.0,MIN,25,45,6,1,201939,Stephen Curry,Regular,51,1,24,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500125:1:6:51,GSW
169,-13,184,Pullup Jump shot,13.197056858258208,1626157.0,Karl-Anthony Towns,25.52639,19.80489,Made Shot,20151112,85,21500125,Shot Chart Detail,0.0,MIN,21,7,3,1,201939,Stephen Curry,Regular,38,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:1:3:38,GSW
170,-14,185,Jump Shot,15.09965290217295,1889.0,Andre Miller,16.82495,4.53249,Missed Shot,20151112,99,21500125,Shot Chart Detail,0.0,MIN,2,0,2,1,201939,Stephen Curry,Regular,13,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500125:1:2:13,GSW
171,-14,186,Layup Shot,4.513115151477968,203476.0,Gorgui Dieng,20.29574,22.29287,Made Shot,20151112,104,21500125,Shot Chart Detail,0.0,MIN,17,18,1,1,201939,Stephen Curry,Regular,50,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:1:1:50,GSW
172,-12,187,Floating Jump shot,5.023663077366953,203476.0,Gorgui Dieng,10.31789,20.6461,Missed Shot,20151112,108,21500125,Shot Chart Detail,0.0,MIN,7,16,0,1,201939,Stephen Curry,Regular,53,1,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:1:0:53,GSW
173,-13,188,Jump Shot,17.27694399232688,203498.0,Shabazz Muhammad,77.90596,4.10833,Made Shot,20151112,114,21500125,Shot Chart Detail,0.0,MIN,65,16,0,1,201939,Stephen Curry,Regular,12,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:1:0:12,GSW
174,-12,189,Jump Shot,9.386212401709221,203897.0,Zach LaVine,23.3531,46.32622,Missed Shot,20151112,212,21500125,Shot Chart Detail,0.0,MIN,31,42,4,2,201939,Stephen Curry,Regular,13,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:2:4:13,GSW
175,-14,190,Floating Jump shot,12.592352463908398,203952.0,Andrew Wiggins,11.17749,33.99229,Made Shot,20151112,218,21500125,Shot Chart Detail,0.0,MIN,22,27,3,2,201939,Stephen Curry,Regular,25,1,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500125:2:3:25,GSW
176,-12,191,Driving Layup Shot,8.877091641326002,203897.0,Zach LaVine,5.77125,18.9127,Made Shot,20151112,253,21500125,Shot Chart Detail,0.0,MIN,14,21,0,2,201939,Stephen Curry,Regular,0,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:2:0:00,GSW
177,-10,192,Jump Shot,2.45245223515159,203897.0,Zach LaVine,66.43302,6.7723,Missed Shot,20151112,293,21500125,Shot Chart Detail,0.0,MIN,68,6,8,3,201939,Stephen Curry,Regular,33,1,21,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:3:8:33,GSW
178,-14,193,Layup Shot,9.317678737979758,203897.0,Zach LaVine,58.42529,41.71436,Missed Shot,20151112,317,21500125,Shot Chart Detail,0.0,MIN,64,34,6,3,201939,Stephen Curry,Regular,0,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500125:3:6:00,GSW
179,-14,194,Jump Shot,4.125872714044874,203952.0,Andrew Wiggins,55.855,19.3105,Made Shot,20151112,326,21500125,Shot Chart Detail,0.0,MIN,59,17,5,3,201939,Stephen Curry,Regular,17,1,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:3:5:17,GSW
180,-18,195,Jump Shot,16.770845374482466,1889.0,Andre Miller,67.47143,34.94661,Made Shot,20151112,365,21500125,Shot Chart Detail,0.0,MIN,50,35,3,3,201939,Stephen Curry,Regular,6,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:3:3:06,GSW
181,-21,196,Jump Shot,6.028305893034959,203952.0,Andrew Wiggins,55.57056,48.11711,Made Shot,20151112,367,21500125,Shot Chart Detail,0.0,MIN,50,44,2,3,201939,Stephen Curry,Regular,39,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:3:2:39,GSW
182,-19,197,Jump Shot,5.333834790326755,1889.0,Andre Miller,64.95479,14.9275,Missed Shot,20151112,369,21500125,Shot Chart Detail,0.0,MIN,59,15,2,3,201939,Stephen Curry,Regular,1,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:3:2:01,GSW
183,-12,198,Floating Jump shot,3.428556822133762,202357.0,Nemanja Bjelica,87.05918,22.48378,Missed Shot,20151112,385,21500125,Shot Chart Detail,0.0,MIN,84,20,0,3,201939,Stephen Curry,Regular,25,1,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500125:3:0:25,GSW
184,-9,199,Jump Shot,16.19346711839685,203952.0,Andrew Wiggins,59.12938,28.61985,Made Shot,20151112,454,21500125,Shot Chart Detail,0.0,MIN,46,18,5,4,201939,Stephen Curry,Regular,51,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:5:51,GSW
185,-9,200,Jump Shot,17.20931677684213,1626157.0,Karl-Anthony Towns,64.85124,40.66101,Made Shot,20151112,456,21500125,Shot Chart Detail,0.0,MIN,48,36,5,4,201939,Stephen Curry,Regular,23,1,17,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:4:5:23,GSW
186,-6,201,Jump Shot,5.933730623427391,1626157.0,Karl-Anthony Towns,77.89006,47.32791,Missed Shot,20151112,458,21500125,Shot Chart Detail,0.0,MIN,73,51,4,4,201939,Stephen Curry,Regular,58,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:4:58,GSW
187,-11,202,Jump Shot,0.0,1626157.0,Karl-Anthony Towns,56.1568,2.33878,Missed Shot,20151112,485,21500125,Shot Chart Detail,0.0,MIN,56,2,2,4,201939,Stephen Curry,Regular,54,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:2:54,GSW
188,-10,203,Jump Bank Shot,9.106809358145147,1626157.0,Karl-Anthony Towns,43.01226,31.39618,Made Shot,20151112,503,21500125,Shot Chart Detail,0.0,MIN,42,22,1,4,201939,Stephen Curry,Regular,55,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500125:4:1:55,GSW
189,-13,204,Jump Shot,17.815163051358805,204014.0,Damjan Rudez,15.70116,45.74556,Made Shot,20151112,527,21500125,Shot Chart Detail,0.0,MIN,30,35,0,4,201939,Stephen Curry,Regular,29,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500125:4:0:29,GSW
190,TIE,205,Driving Floating Jump Shot,4.606113300093692,2207.0,Joe Johnson,74.28873,22.52111,Made Shot,20151114,3,21500144,Shot Chart Detail,1.0,GSW,71,26,11,1,201939,Stephen Curry,Regular,26,1,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:1:11:26,BKN
191,-2,206,Jump Shot,9.946910287064016,2207.0,Joe Johnson,52.92786,4.08325,Missed Shot,20151114,5,21500144,Shot Chart Detail,1.0,GSW,62,6,10,1,201939,Stephen Curry,Regular,51,1,26,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:10:51,BKN
192,-2,207,Jump Shot,7.16676213542071,201572.0,Brook Lopez,74.61214,43.96635,Missed Shot,20151114,14,21500144,Shot Chart Detail,1.0,GSW,80,47,10,1,201939,Stephen Curry,Regular,3,1,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:10:03,BKN
193,-5,208,Pullup Jump shot,6.6183060718359075,201152.0,Thaddeus Young,48.00756,15.22378,Missed Shot,20151114,28,21500144,Shot Chart Detail,1.0,GSW,52,20,7,1,201939,Stephen Curry,Regular,21,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:7:21,BKN
194,-4,209,Running Layup Shot,13.966868752873719,201572.0,Brook Lopez,82.56391,30.0191,Missed Shot,20151114,36,21500144,Shot Chart Detail,1.0,GSW,76,17,6,1,201939,Stephen Curry,Regular,11,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:1:6:11,BKN
195,-11,210,Pullup Jump shot,7.37185263160489,101127.0,Jarrett Jack,75.26678,6.43896,Made Shot,20151114,60,21500144,Shot Chart Detail,1.0,GSW,69,2,3,1,201939,Stephen Curry,Regular,27,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:3:27,BKN
196,-13,211,Driving Floating Jump Shot,0.0,200745.0,Andrea Bargnani,87.59956,25.46892,Missed Shot,20151114,73,21500144,Shot Chart Detail,1.0,GSW,87,25,2,1,201939,Stephen Curry,Regular,13,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:1:2:13,BKN
197,-15,212,Jump Shot,7.5150114390065985,1626178.0,Rondae Hollis-Jefferson,39.60445,42.33809,Missed Shot,20151114,91,21500144,Shot Chart Detail,1.0,GSW,34,37,0,1,201939,Stephen Curry,Regular,30,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:1:0:30,BKN
198,-15,213,Pullup Jump shot,3.3803286477500976,202711.0,Bojan Bogdanovic,89.83128,4.57564,Missed Shot,20151114,97,21500144,Shot Chart Detail,1.0,GSW,88,7,0,1,201939,Stephen Curry,Regular,1,1,19,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:1:0:01,BKN
199,-1,214,Pullup Jump shot,10.478593468271399,201152.0,Thaddeus Young,71.75172,26.09743,Made Shot,20151114,196,21500144,Shot Chart Detail,1.0,GSW,64,19,3,2,201939,Stephen Curry,Regular,9,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:2:3:09,BKN
200,-1,215,Jump Shot,9.901031434562762,202711.0,Bojan Bogdanovic,29.57643,4.41434,Made Shot,20151114,219,21500144,Shot Chart Detail,1.0,GSW,34,12,0,2,201939,Stephen Curry,Regular,37,1,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:2:0:37,BKN
201,-3,216,Fadeaway Jump Shot,22.161806411775196,101127.0,Jarrett Jack,17.09492,35.89948,Missed Shot,20151114,247,21500144,Shot Chart Detail,1.0,GSW,39,38,10,3,201939,Stephen Curry,Regular,28,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:10:28,BKN
202,-3,217,Driving Finger Roll Layup Shot,3.0808277707947243,101127.0,Jarrett Jack,6.79088,32.07644,Made Shot,20151114,250,21500144,Shot Chart Detail,1.0,GSW,8,29,10,3,201939,Stephen Curry,Regular,2,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:3:10:02,BKN
203,-1,218,Pullup Jump shot,28.393760468611763,201152.0,Thaddeus Young,18.96983,18.20353,Made Shot,20151114,255,21500144,Shot Chart Detail,1.0,GSW,45,8,9,3,201939,Stephen Curry,Regular,28,1,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:3:9:28,BKN
204,-5,219,Pullup Jump shot,12.563604213544776,201572.0,Brook Lopez,29.21868,33.17619,Missed Shot,20151114,265,21500144,Shot Chart Detail,1.0,GSW,41,29,7,3,201939,Stephen Curry,Regular,43,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:7:43,BKN
205,-4,220,Driving Floating Bank Jump Shot,9.152661547424332,101127.0,Jarrett Jack,66.74397,18.30025,Made Shot,20151114,281,21500144,Shot Chart Detail,1.0,GSW,73,24,5,3,201939,Stephen Curry,Regular,35,1,10,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500144:3:5:35,BKN
206,-3,221,Step Back Jump shot,24.05527066189445,101127.0,Jarrett Jack,13.28548,41.5688,Made Shot,20151114,304,21500144,Shot Chart Detail,1.0,GSW,37,41,3,3,201939,Stephen Curry,Regular,13,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:3:13,BKN
207,-3,222,Driving Floating Jump Shot,6.422881048540445,201572.0,Brook Lopez,16.33519,19.3513,Made Shot,20151114,316,21500144,Shot Chart Detail,1.0,GSW,11,15,2,3,201939,Stephen Curry,Regular,9,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:3:2:09,BKN
208,-3,223,Pullup Jump shot,6.383665100183438,101127.0,Jarrett Jack,31.72513,5.56053,Missed Shot,20151114,323,21500144,Shot Chart Detail,1.0,GSW,36,9,1,3,201939,Stephen Curry,Regular,11,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:1:11,BKN
209,-5,224,Jump Shot,16.0476491198493,202711.0,Bojan Bogdanovic,39.09994,23.11288,Missed Shot,20151114,330,21500144,Shot Chart Detail,1.0,GSW,31,8,0,3,201939,Stephen Curry,Regular,30,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:0:30,BKN
210,-5,225,Pullup Bank shot,15.967208350344148,201572.0,Brook Lopez,22.58155,11.62896,Missed Shot,20151114,332,21500144,Shot Chart Detail,1.0,GSW,38,10,0,3,201939,Stephen Curry,Regular,25,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:3:0:25,BKN
211,-4,226,Pullup Jump shot,4.037072714232431,101127.0,Jarrett Jack,26.07069,42.50526,Made Shot,20151114,374,21500144,Shot Chart Detail,1.0,GSW,29,43,7,4,201939,Stephen Curry,Regular,27,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:4:7:27,BKN
212,-4,227,Floating Jump shot,4.779446119426393,203499.0,Shane Larkin,6.89995,20.74854,Missed Shot,20151114,377,21500144,Shot Chart Detail,1.0,GSW,10,17,6,4,201939,Stephen Curry,Regular,54,1,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500144:4:6:54,BKN
213,-6,228,Jump Shot,7.653656440453805,101127.0,Jarrett Jack,14.98188,15.74271,Missed Shot,20151114,389,21500144,Shot Chart Detail,1.0,GSW,13,8,6,4,201939,Stephen Curry,Regular,28,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:4:6:28,BKN
214,-1,229,Pullup Jump shot,11.031319729542789,201961.0,Wayne Ellington,25.6374,49.52258,Made Shot,20151114,397,21500144,Shot Chart Detail,1.0,GSW,14,46,5,4,201939,Stephen Curry,Regular,24,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500144:4:5:24,BKN
215,1,230,Driving Reverse Layup Shot,22.740546749392372,2207.0,Joe Johnson,7.883,24.10022,Made Shot,20151114,409,21500144,Shot Chart Detail,1.0,GSW,15,2,4,4,201939,Stephen Curry,Regular,36,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:4:4:36,BKN
216,1,231,Pullup Jump shot,29.87218765573255,101127.0,Jarrett Jack,12.74223,34.57147,Missed Shot,20151114,412,21500144,Shot Chart Detail,1.0,GSW,42,38,4,4,201939,Stephen Curry,Regular,7,1,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:4:4:07,BKN
217,-1,232,Running Layup Shot,2.370987219556445,101127.0,Jarrett Jack,8.65069,37.14332,Missed Shot,20151114,462,21500144,Shot Chart Detail,1.0,GSW,10,36,0,4,201939,Stephen Curry,Regular,22,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:4:0:22,BKN
218,2,233,Turnaround Jump Shot,23.499970001974468,202711.0,Bojan Bogdanovic,24.21999,35.87897,Missed Shot,20151114,499,21500144,Shot Chart Detail,1.0,GSW,47,41,4,5,201939,Stephen Curry,Regular,0,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500144:5:4:00,BKN
219,8,234,Driving Dunk Shot,7.85834723893644,202711.0,Bojan Bogdanovic,74.56941,45.3208,Made Shot,20151114,510,21500144,Shot Chart Detail,1.0,GSW,74,37,2,5,201939,Stephen Curry,Regular,5,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500144:5:2:05,BKN
220,8,235,Step Back Jump shot,20.09096779674389,101127.0,Jarrett Jack,20.35045,25.67635,Missed Shot,20151114,522,21500144,Shot Chart Detail,1.0,GSW,38,34,0,5,201939,Stephen Curry,Regular,38,1,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500144:5:0:38,BKN
221,0,236,Jump Shot,7.2819237310068,200768.0,Kyle Lowry,24.2728,42.53255,Missed Shot,20151117,8,21500164,Shot Chart Detail,1.0,GSW,31,43,11,1,201939,Stephen Curry,Regular,3,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:11:03,TOR
222,-1,237,Driving Floating Jump Shot,15.624102099720801,202685.0,Jonas Valanciunas,7.35985,26.19608,Missed Shot,20151117,18,21500164,Shot Chart Detail,1.0,GSW,13,40,9,1,201939,Stephen Curry,Regular,51,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:1:9:51,TOR
223,5,238,Running Layup Shot,11.869258744715275,2449.0,Luis Scola,33.14318,23.46158,Made Shot,20151117,40,21500164,Shot Chart Detail,1.0,GSW,24,15,7,1,201939,Stephen Curry,Regular,50,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:1:7:50,TOR
224,-4,239,Jump Shot,12.6094706048787,201942.0,DeMar DeRozan,5.21677,17.4176,Missed Shot,20151117,93,21500164,Shot Chart Detail,1.0,GSW,6,4,2,1,201939,Stephen Curry,Regular,54,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:1:2:54,TOR
225,-1,240,Pullup Jump shot,5.192039248744178,201942.0,DeMar DeRozan,30.00735,10.00162,Made Shot,20151117,96,21500164,Shot Chart Detail,1.0,GSW,33,5,2,1,201939,Stephen Curry,Regular,39,1,26,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:2:39,TOR
226,-3,241,Pullup Jump shot,14.845539062630904,200768.0,Kyle Lowry,22.6824,39.96256,Missed Shot,20151117,98,21500164,Shot Chart Detail,1.0,GSW,37,37,2,1,201939,Stephen Curry,Regular,8,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:2:08,TOR
227,-2,242,Jump Shot,11.32917935143583,202709.0,Cory Joseph,68.46426,25.51081,Missed Shot,20151117,103,21500164,Shot Chart Detail,1.0,GSW,67,36,1,1,201939,Stephen Curry,Regular,52,1,23,0,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:1:52,TOR
228,-1,243,Step Back Jump shot,12.955251331413837,201942.0,DeMar DeRozan,21.33056,11.0464,Missed Shot,20151117,114,21500164,Shot Chart Detail,1.0,GSW,33,6,1,1,201939,Stephen Curry,Regular,12,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500164:1:1:12,TOR
229,4,244,Pullup Jump shot,17.64285773190103,201949.0,James Johnson,70.93047,24.21372,Made Shot,20151117,121,21500164,Shot Chart Detail,1.0,GSW,54,19,0,1,201939,Stephen Curry,Regular,19,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:1:0:19,TOR
230,8,245,Driving Finger Roll Layup Shot,9.350214122211318,2449.0,Luis Scola,32.29857,31.78833,Made Shot,20151117,194,21500164,Shot Chart Detail,1.0,GSW,23,35,3,2,201939,Stephen Curry,Regular,57,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:2:3:57,TOR
231,10,246,Turnaround Jump Shot,19.998922112723978,201942.0,DeMar DeRozan,30.58712,5.49175,Made Shot,20151117,200,21500164,Shot Chart Detail,1.0,GSW,33,25,3,2,201939,Stephen Curry,Regular,17,1,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500164:2:3:17,TOR
232,12,247,Pullup Jump shot,6.923063496061554,200768.0,Kyle Lowry,41.52526,7.02257,Missed Shot,20151117,211,21500164,Shot Chart Detail,1.0,GSW,40,13,2,2,201939,Stephen Curry,Regular,8,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:2:2:08,TOR
233,18,248,Pullup Jump shot,12.852597635019157,2449.0,Luis Scola,21.75912,26.55105,Made Shot,20151117,218,21500164,Shot Chart Detail,1.0,GSW,28,15,1,2,201939,Stephen Curry,Regular,25,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500164:2:1:25,TOR
