id,SCOREMARGIN,Unnamed: 0,action_type,defender_distance,defender_id,defender_name,defender_x_loc,defender_y_loc,event_type,game_date,game_event_id,game_id,grid_type,homeTeam,htm,loc_x,loc_y,minutes_remaining,period,player_id,player_name,season_type,seconds_remaining,shot_attempted_flag,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,team_id,team_name,time,vtm
388,2,403,Pullup Jump shot,17.680455596293328,2449.0,Luis Scola,63.38567,20.13621,Made Shot,20151205,14,21500290,Shot Chart Detail,0.0,TOR,60,37,10,1,201939,Stephen Curry,Regular,18,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:1:10:18,GSW
389,2,404,Jump Shot,20.220562320212558,201942.0,DeMar DeRozan,40.25614,44.86109,Made Shot,20151205,25,21500290,Shot Chart Detail,0.0,TOR,32,26,8,1,201939,Stephen Curry,Regular,49,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:1:8:49,GSW
390,-1,405,Running Jump Shot,5.309555352870896,201960.0,DeMarre Carroll,78.45876,48.28848,Made Shot,20151205,28,21500290,Shot Chart Detail,0.0,TOR,77,43,8,1,201939,Stephen Curry,Regular,26,1,22,1,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500290:1:8:26,GSW
391,-8,406,Running Pull-Up Jump Shot,24.391080223977376,202687.0,Bismack Biyombo,72.30517,27.29212,Made Shot,20151205,41,21500290,Shot Chart Detail,0.0,TOR,48,23,7,1,201939,Stephen Curry,Regular,5,1,15,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500290:1:7:05,GSW
392,-11,407,Jump Shot,28.431150147206495,200768.0,Kyle Lowry,67.28137,27.86068,Made Shot,20151205,43,21500290,Shot Chart Detail,0.0,TOR,42,41,6,1,201939,Stephen Curry,Regular,39,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:1:6:39,GSW
393,-11,408,Pullup Jump shot,6.541089018106992,2449.0,Luis Scola,61.29489,38.28633,Missed Shot,20151205,46,21500290,Shot Chart Detail,0.0,TOR,67,37,6,1,201939,Stephen Curry,Regular,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:1:6:05,GSW
394,-11,409,Jump Shot,15.617691172987128,202709.0,Cory Joseph,53.27771,7.42156,Missed Shot,20151205,97,21500290,Shot Chart Detail,0.0,TOR,41,17,2,1,201939,Stephen Curry,Regular,40,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:1:2:40,GSW
395,-13,410,Driving Floating Jump Shot,22.202822643341996,201942.0,DeMar DeRozan,66.80458,6.71873,Made Shot,20151205,103,21500290,Shot Chart Detail,0.0,TOR,50,21,1,1,201939,Stephen Curry,Regular,36,1,12,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500290:1:1:36,GSW
396,-9,411,Reverse Layup Shot,10.828391964470068,201942.0,DeMar DeRozan,69.07687,46.84397,Missed Shot,20151205,110,21500290,Shot Chart Detail,0.0,TOR,65,36,0,1,201939,Stephen Curry,Regular,35,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500290:1:0:35,GSW
397,-5,412,Jump Shot,23.864775044665723,201960.0,DeMarre Carroll,72.28594,0.24826,Made Shot,20151205,230,21500290,Shot Chart Detail,0.0,TOR,50,9,2,2,201939,Stephen Curry,Regular,10,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:2:2:10,GSW
398,-7,413,Finger Roll Layup Shot,19.091116332624452,202687.0,Bismack Biyombo,93.2252,21.91643,Made Shot,20151205,235,21500290,Shot Chart Detail,0.0,TOR,85,39,1,2,201939,Stephen Curry,Regular,25,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500290:2:1:25,GSW
399,-8,414,Pullup Jump shot,7.530412698285533,201960.0,DeMarre Carroll,39.14844,40.34393,Missed Shot,20151205,267,21500290,Shot Chart Detail,0.0,TOR,45,36,11,3,201939,Stephen Curry,Regular,20,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:3:11:20,GSW
400,-6,415,Driving Finger Roll Layup Shot,6.495878530837844,201942.0,DeMar DeRozan,13.06942,13.60014,Made Shot,20151205,313,21500290,Shot Chart Detail,0.0,TOR,17,18,7,3,201939,Stephen Curry,Regular,43,1,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500290:3:7:43,GSW
401,-5,416,Driving Floating Jump Shot,8.46358889838702,201942.0,DeMar DeRozan,29.51547,21.1722,Missed Shot,20151205,364,21500290,Shot Chart Detail,0.0,TOR,36,16,3,3,201939,Stephen Curry,Regular,33,1,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500290:3:3:33,GSW
402,-3,417,Driving Floating Jump Shot,3.32022294198748,202709.0,Cory Joseph,6.79794,38.3772,Missed Shot,20151205,385,21500290,Shot Chart Detail,0.0,TOR,3,37,1,3,201939,Stephen Curry,Regular,58,1,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500290:3:1:58,GSW
403,-6,418,Jump Shot,10.35001033026055,203082.0,Terrence Ross,27.77796,34.53603,Made Shot,20151205,387,21500290,Shot Chart Detail,0.0,TOR,26,44,1,3,201939,Stephen Curry,Regular,50,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500290:3:1:50,GSW
404,-4,419,Jump Shot,7.895915370373471,202709.0,Cory Joseph,27.82385,2.68758,Missed Shot,20151205,389,21500290,Shot Chart Detail,0.0,TOR,35,5,1,3,201939,Stephen Curry,Regular,5,1,24,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:3:1:05,GSW
405,-4,420,Driving Floating Bank Jump Shot,8.200152631853872,203082.0,Terrence Ross,39.18909,5.57543,Made Shot,20151205,398,21500290,Shot Chart Detail,0.0,TOR,39,13,0,3,201939,Stephen Curry,Regular,2,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500290:3:0:02,GSW
406,-3,421,Pullup Jump shot,31.450908742826492,202335.0,Patrick Patterson,19.57657,27.67517,Made Shot,20151205,452,21500290,Shot Chart Detail,0.0,TOR,42,5,7,4,201939,Stephen Curry,Regular,6,1,25,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:4:7:06,GSW
407,-1,422,Driving Floating Jump Shot,5.510786479224176,202709.0,Cory Joseph,21.73889,40.267,Missed Shot,20151205,475,21500290,Shot Chart Detail,0.0,TOR,16,42,5,4,201939,Stephen Curry,Regular,6,1,10,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500290:4:5:06,GSW
408,1,423,Jump Shot,4.528302131616219,202709.0,Cory Joseph,50.63738,45.21557,Missed Shot,20151205,483,21500290,Shot Chart Detail,0.0,TOR,53,41,4,4,201939,Stephen Curry,Regular,23,1,28,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:4:4:23,GSW
409,TIE,424,Running Pull-Up Jump Shot,23.10376703475215,2449.0,Luis Scola,20.80877,30.77945,Made Shot,20151205,499,21500290,Shot Chart Detail,0.0,TOR,42,39,3,4,201939,Stephen Curry,Regular,37,1,25,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:4:3:37,GSW
410,-2,425,Pullup Jump shot,8.909796685469319,202709.0,Cory Joseph,17.03981,29.08527,Made Shot,20151205,511,21500290,Shot Chart Detail,0.0,TOR,24,24,2,4,201939,Stephen Curry,Regular,33,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:4:2:33,GSW
411,TIE,426,Pullup Jump shot,16.030755344056622,203512.0,Lucas Nogueira,31.00579,36.14173,Missed Shot,20151205,513,21500290,Shot Chart Detail,0.0,TOR,47,36,1,4,201939,Stephen Curry,Regular,52,1,25,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500290:4:1:52,GSW
412,-8,427,Jump Shot,10.33915348587591,201572.0,Brook Lopez,43.93286,20.6909,Made Shot,20151206,41,21500300,Shot Chart Detail,0.0,BKN,53,17,7,1,201939,Stephen Curry,Regular,36,1,25,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:1:7:36,GSW
413,-10,428,Jump Shot,11.740268146920668,2207.0,Joe Johnson,30.20456,5.05322,Missed Shot,20151206,48,21500300,Shot Chart Detail,0.0,BKN,34,16,6,1,201939,Stephen Curry,Regular,27,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:1:6:27,GSW
414,-10,429,Driving Layup Shot,3.6551340968150514,201961.0,Wayne Ellington,76.88637,25.05482,Made Shot,20151206,70,21500300,Shot Chart Detail,0.0,BKN,73,24,5,1,201939,Stephen Curry,Regular,4,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:1:5:04,GSW
415,-17,430,Cutting Finger Roll Layup Shot,13.945941954977442,203080.0,Thomas Robinson,93.96492,30.78657,Made Shot,20151206,104,21500300,Shot Chart Detail,0.0,BKN,82,23,2,1,201939,Stephen Curry,Regular,44,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:1:2:44,GSW
416,-11,431,Floating Jump shot,5.44595352059674,201152.0,Thaddeus Young,70.94533,35.37053,Made Shot,20151206,250,21500300,Shot Chart Detail,0.0,BKN,72,30,2,2,201939,Stephen Curry,Regular,45,1,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,1610612744,Golden State Warriors,0021500300:2:2:45,GSW
417,-15,432,Jump Shot,23.590313291111674,203499.0,Shane Larkin,54.9233,32.98158,Made Shot,20151206,255,21500300,Shot Chart Detail,0.0,BKN,34,21,1,2,201939,Stephen Curry,Regular,49,1,28,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:2:1:49,GSW
418,-1,433,Jump Shot,2.9188003061874603,101127.0,Jarrett Jack,26.42018,23.78197,Missed Shot,20151206,308,21500300,Shot Chart Detail,0.0,BKN,28,22,10,3,201939,Stephen Curry,Regular,16,1,24,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:10:16,GSW
419,3,434,Driving Layup Shot,7.185656302308093,201572.0,Brook Lopez,-1.65884,27.63056,Made Shot,20151206,332,21500300,Shot Chart Detail,0.0,BKN,5,26,8,3,201939,Stephen Curry,Regular,6,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:3:8:06,GSW
420,1,435,Jump Shot,8.005026137246517,203499.0,Shane Larkin,41.09947,47.42615,Missed Shot,20151206,363,21500300,Shot Chart Detail,0.0,BKN,33,49,4,3,201939,Stephen Curry,Regular,37,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:4:37,GSW
421,TIE,436,Jump Shot,17.495358108023968,201152.0,Thaddeus Young,26.5427,26.17522,Made Shot,20151206,366,21500300,Shot Chart Detail,0.0,BKN,34,41,4,3,201939,Stephen Curry,Regular,7,1,23,1,3PT Field Goal,Left Side(L),Left Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:4:07,GSW
422,2,437,Jump Shot,13.154904122744492,203499.0,Shane Larkin,13.11767,1.10599,Missed Shot,20151206,368,21500300,Shot Chart Detail,0.0,BKN,0,-2,3,3,201939,Stephen Curry,Regular,23,1,23,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:3:23,GSW
423,TIE,438,Driving Bank shot,14.454076288895115,201152.0,Thaddeus Young,17.32133,23.56355,Made Shot,20151206,389,21500300,Shot Chart Detail,0.0,BKN,19,9,2,3,201939,Stephen Curry,Regular,10,1,8,1,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500300:3:2:10,GSW
424,-3,439,Jump Shot,12.623394265763071,203499.0,Shane Larkin,19.59899,8.63658,Made Shot,20151206,392,21500300,Shot Chart Detail,0.0,BKN,32,6,1,3,201939,Stephen Curry,Regular,45,1,27,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:1:45,GSW
425,-1,440,Running Jump Shot,5.955385326122903,201572.0,Brook Lopez,3.06206,27.64935,Missed Shot,20151206,400,21500300,Shot Chart Detail,0.0,BKN,1,21,1,3,201939,Stephen Curry,Regular,11,1,11,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500300:3:1:11,GSW
426,-3,441,Layup Shot,10.477116254008061,2207.0,Joe Johnson,35.91727,9.94631,Made Shot,20151206,407,21500300,Shot Chart Detail,0.0,BKN,45,14,0,3,201939,Stephen Curry,Regular,27,1,2,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:3:0:27,GSW
427,-7,442,Jump Shot,8.039375809507849,201572.0,Brook Lopez,48.01057,26.40428,Made Shot,20151206,413,21500300,Shot Chart Detail,0.0,BKN,43,33,0,3,201939,Stephen Curry,Regular,1,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500300:3:0:01,GSW
428,-17,443,Driving Finger Roll Layup Shot,1.7151641552341281,201572.0,Brook Lopez,5.23758,21.6906,Missed Shot,20151206,482,21500300,Shot Chart Detail,0.0,BKN,4,23,4,4,201939,Stephen Curry,Regular,46,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500300:4:4:46,GSW
429,0,444,Jump Shot,17.627439314480707,201588.0,George Hill,66.45911,35.12773,Missed Shot,20151208,2,21500314,Shot Chart Detail,0.0,IND,52,24,11,1,201939,Stephen Curry,Regular,47,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:11:47,GSW
430,3,445,Alley Oop Layup shot,6.016407674892048,202331.0,Paul George,82.89977,32.05624,Made Shot,20151208,20,21500314,Shot Chart Detail,0.0,IND,83,38,10,1,201939,Stephen Curry,Regular,43,1,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:1:10:43,GSW
431,7,446,Step Back Jump shot,8.546594959912397,101139.0,CJ Miles,64.34554,47.99545,Missed Shot,20151208,31,21500314,Shot Chart Detail,0.0,IND,55,48,9,1,201939,Stephen Curry,Regular,2,1,19,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:1:9:02,GSW
432,5,447,Cutting Layup Shot,1.4224408315989816,202331.0,Paul George,88.17651,27.31053,Made Shot,20151208,35,21500314,Shot Chart Detail,0.0,IND,88,28,8,1,201939,Stephen Curry,Regular,49,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:1:8:49,GSW
433,2,448,Jump Shot,10.49424259864426,202331.0,Paul George,59.27094,3.50786,Missed Shot,20151208,53,21500314,Shot Chart Detail,0.0,IND,68,-1,7,1,201939,Stephen Curry,Regular,7,1,27,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:7:07,GSW
434,-11,449,Jump Shot,27.071307828078794,201155.0,Rodney Stuckey,86.89247,32.82756,Made Shot,20151208,100,21500314,Shot Chart Detail,0.0,IND,63,45,3,1,201939,Stephen Curry,Regular,8,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:3:08,GSW
435,-13,450,Driving Finger Roll Layup Shot,11.277015898228573,203524.0,Solomon Hill,72.96999,32.96047,Made Shot,20151208,107,21500314,Shot Chart Detail,0.0,IND,67,23,2,1,201939,Stephen Curry,Regular,18,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:1:2:18,GSW
436,-16,451,Jump Shot,1.4793368341929347,201155.0,Rodney Stuckey,75.30764,-0.68249,Made Shot,20151208,112,21500314,Shot Chart Detail,0.0,IND,76,-1,1,1,201939,Stephen Curry,Regular,53,1,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:1:53,GSW
437,-14,452,Jump Shot,20.375868659770067,101145.0,Monta Ellis,78.50113,5.39549,Missed Shot,20151208,125,21500314,Shot Chart Detail,0.0,IND,58,10,0,1,201939,Stephen Curry,Regular,32,1,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:1:0:32,GSW
438,-13,453,Pullup Jump shot,8.405077426609463,201155.0,Rodney Stuckey,12.01807,45.63037,Missed Shot,20151208,220,21500314,Shot Chart Detail,0.0,IND,10,37,4,2,201939,Stephen Curry,Regular,2,1,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:2:4:02,GSW
439,-13,454,Jump Shot,18.833109787313408,101139.0,CJ Miles,49.40078,45.25338,Missed Shot,20151208,224,21500314,Shot Chart Detail,0.0,IND,67,39,3,2,201939,Stephen Curry,Regular,50,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:2:3:50,GSW
440,-17,455,Jump Shot,2.256407864948177,201588.0,George Hill,64.26375,46.49982,Made Shot,20151208,238,21500314,Shot Chart Detail,0.0,IND,65,44,3,2,201939,Stephen Curry,Regular,3,1,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:2:3:03,GSW
441,-18,456,Layup Shot,10.327990415022667,101133.0,Ian Mahinmi,96.23538,36.26826,Missed Shot,20151208,253,21500314,Shot Chart Detail,0.0,IND,90,27,1,2,201939,Stephen Curry,Regular,1,1,1,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:2:1:01,GSW
442,-19,457,Jump Shot,8.137824964571305,101139.0,CJ Miles,74.83824,46.17998,Missed Shot,20151208,264,21500314,Shot Chart Detail,0.0,IND,68,50,0,2,201939,Stephen Curry,Regular,5,1,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:2:0:05,GSW
443,-19,458,Driving Layup Shot,2.9647983277956698,101133.0,Ian Mahinmi,7.83033,22.62091,Missed Shot,20151208,285,21500314,Shot Chart Detail,0.0,IND,10,21,9,3,201939,Stephen Curry,Regular,11,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:3:9:11,GSW
444,-28,459,Running Reverse Layup Shot,15.00383361748923,201588.0,George Hill,3.60973,25.33878,Made Shot,20151208,346,21500314,Shot Chart Detail,0.0,IND,1,40,3,3,201939,Stephen Curry,Regular,30,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:3:3:30,GSW
445,-27,460,Jump Shot,2.5270883612766695,201155.0,Rodney Stuckey,22.00047,26.4795,Made Shot,20151208,354,21500314,Shot Chart Detail,0.0,IND,19,25,2,3,201939,Stephen Curry,Regular,38,1,8,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,1610612744,Golden State Warriors,0021500314:3:2:38,GSW
446,-29,461,Jump Shot,6.9117892870153375,201941.0,Jordan Hill,19.2825,7.69719,Missed Shot,20151208,377,21500314,Shot Chart Detail,0.0,IND,12,5,0,3,201939,Stephen Curry,Regular,30,1,28,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:3:0:30,GSW
447,-28,462,Step Back Jump shot,7.360560306450859,201155.0,Rodney Stuckey,23.57257,19.7722,Made Shot,20151208,380,21500314,Shot Chart Detail,0.0,IND,16,22,0,3,201939,Stephen Curry,Regular,2,1,19,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:3:0:02,GSW
448,-13,463,Step Back Jump shot,9.97523432757346,203524.0,Solomon Hill,30.08273,6.01179,Made Shot,20151208,464,21500314,Shot Chart Detail,0.0,IND,40,5,3,4,201939,Stephen Curry,Regular,49,1,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500314:4:3:49,GSW
449,-11,464,Jump Shot,8.93351011193249,203524.0,Solomon Hill,29.02192,7.34798,Missed Shot,20151208,474,21500314,Shot Chart Detail,0.0,IND,21,3,3,4,201939,Stephen Curry,Regular,7,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500314:4:3:07,GSW
450,-11,465,Jump Shot,3.443922873846045,201978.0,Chase Budinger,5.82155,24.95432,Missed Shot,20151208,487,21500314,Shot Chart Detail,0.0,IND,2,26,1,4,201939,Stephen Curry,Regular,43,1,4,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:4:1:43,GSW
451,-9,466,Driving Finger Roll Layup Shot,8.016054180686405,101145.0,Monta Ellis,17.605,25.93458,Made Shot,20151208,509,21500314,Shot Chart Detail,0.0,IND,12,31,0,4,201939,Stephen Curry,Regular,35,1,3,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500314:4:0:35,GSW
452,-2,467,Jump Shot,4.977065692644611,202340.0,Avery Bradley,43.05076,36.21484,Missed Shot,20151211,15,21500336,Shot Chart Detail,0.0,BOS,47,38,10,1,201939,Stephen Curry,Regular,19,1,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:1:10:19,GSW
453,-4,468,Jump Shot,4.714513564982075,202340.0,Avery Bradley,42.13968,38.82712,Made Shot,20151211,23,21500336,Shot Chart Detail,0.0,BOS,45,36,9,1,201939,Stephen Curry,Regular,23,1,26,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:1:9:23,GSW
454,-3,469,Layup Shot,11.307411003359691,202340.0,Avery Bradley,82.18236,10.88835,Missed Shot,20151211,28,21500336,Shot Chart Detail,0.0,BOS,93,12,8,1,201939,Stephen Curry,Regular,23,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:8:23,GSW
455,TIE,470,Jump Shot,18.861991871774833,202738.0,Isaiah Thomas,70.5205,31.22279,Missed Shot,20151211,35,21500336,Shot Chart Detail,0.0,BOS,52,35,7,1,201939,Stephen Curry,Regular,45,1,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:1:7:45,GSW
456,2,471,Jump Shot,17.023505164439555,202340.0,Avery Bradley,61.97189,4.75772,Missed Shot,20151211,46,21500336,Shot Chart Detail,0.0,BOS,48,15,6,1,201939,Stephen Curry,Regular,9,1,26,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:1:6:09,GSW
457,2,472,Floating Jump shot,8.811606823712689,202738.0,Isaiah Thomas,84.84279,19.79139,Missed Shot,20151211,50,21500336,Shot Chart Detail,0.0,BOS,89,12,5,1,201939,Stephen Curry,Regular,42,1,5,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:5:42,GSW
458,5,473,Floating Jump shot,1.6730493668747537,101161.0,Amir Johnson,86.47219,23.93857,Missed Shot,20151211,64,21500336,Shot Chart Detail,0.0,BOS,87,23,4,1,201939,Stephen Curry,Regular,38,1,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:4:38,GSW
459,3,474,Running Layup Shot,7.0501469277739055,202340.0,Avery Bradley,86.20812,21.50482,Made Shot,20151211,73,21500336,Shot Chart Detail,0.0,BOS,79,24,3,1,201939,Stephen Curry,Regular,56,1,1,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:1:3:56,GSW
460,-1,475,Jump Shot,14.387126681620623,202340.0,Avery Bradley,54.42644,3.397,Made Shot,20151211,201,21500336,Shot Chart Detail,0.0,BOS,68,1,4,2,201939,Stephen Curry,Regular,59,1,24,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:4:59,GSW
461,-2,476,Pullup Jump shot,17.323091679654063,203096.0,Jared Sullinger,78.5268,30.82291,Made Shot,20151211,207,21500336,Shot Chart Detail,0.0,BOS,69,45,4,2,201939,Stephen Curry,Regular,13,1,29,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:4:13,GSW
462,-1,477,Jump Shot,16.37254435806482,203096.0,Jared Sullinger,83.74446,31.10587,Missed Shot,20151211,250,21500336,Shot Chart Detail,0.0,BOS,85,47,2,2,201939,Stephen Curry,Regular,0,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:2:00,GSW
463,-4,478,Jump Shot,3.0831729177748057,202340.0,Avery Bradley,63.51064,28.7849,Missed Shot,20151211,276,21500336,Shot Chart Detail,0.0,BOS,60,27,0,2,201939,Stephen Curry,Regular,7,1,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:2:0:07,GSW
464,-4,479,Jump Shot,4.933757996101955,202340.0,Avery Bradley,69.34186,7.74528,Missed Shot,20151211,278,21500336,Shot Chart Detail,0.0,BOS,67,12,0,2,201939,Stephen Curry,Regular,0,1,22,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,1610612744,Golden State Warriors,0021500336:2:0:00,GSW
465,-8,480,Jump Shot,7.455750106012131,202340.0,Avery Bradley,45.30246,38.54248,Made Shot,20151211,292,21500336,Shot Chart Detail,0.0,BOS,50,33,10,3,201939,Stephen Curry,Regular,32,1,24,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,1610612744,Golden State Warriors,0021500336:3:10:32,GSW
466,-9,481,Layup Shot,5.745442342761784,203096.0,Jared Sullinger,17.23756,33.95937,Missed Shot,20151211,308,21500336,Shot Chart Detail,0.0,BOS,22,32,8,3,201939,Stephen Curry,Regular,44,1,2,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,1610612744,Golden State Warriors,0021500336:3:8:44,GSW
