1717,22,4,2,0.5,0.447841726618705
1717,22,5,2,0.0,0.447841726618705
1717,22,6,2,1.0,0.447841726618705
1717,22,7,1,1.0,0.447841726618705
1717,22,8,2,1.0,0.447841726618705
1717,10,4,1,1.0,0.447841726618705
1717,10,5,3,0.6666666666666666,0.447841726618705
1717,10,8,3,0.6666666666666666,0.447841726618705
1717,10,9,2,0.5,0.447841726618705
1717,23,2,1,1.0,0.447841726618705
1717,6,10,1,1.0,0.447841726618705
1717,6,11,1,0.0,0.447841726618705
1717,6,12,1,0.0,0.447841726618705
1717,23,9,1,0.0,0.447841726618705
1717,16,10,3,0.3333333333333333,0.447841726618705
1717,6,13,6,0.3333333333333333,0.447841726618705
1717,0,3,1,0.0,0.447841726618705
1717,6,14,8,0.375,0.447841726618705
1717,16,11,8,0.375,0.447841726618705
1717,16,12,9,0.2222222222222222,0.447841726618705
1717,11,3,6,0.6666666666666666,0.447841726618705
1717,11,4,3,0.3333333333333333,0.447841726618705
1717,16,13,1,0.0,0.447841726618705
1717,11,5,2,0.0,0.447841726618705
1717,16,14,13,0.5384615384615384,0.447841726618705
1717,16,15,7,0.5714285714285714,0.447841726618705
1717,11,6,1,0.0,0.447841726618705
1717,11,7,4,0.25,0.447841726618705
1717,11,8,2,0.0,0.447841726618705
1717,11,9,2,0.0,0.447841726618705
1717,11,10,3,0.6666666666666666,0.447841726618705
1717,11,11,1,1.0,0.447841726618705
1717,11,12,6,0.3333333333333333,0.447841726618705
1717,11,13,5,0.4,0.447841726618705
1717,11,14,2,0.0,0.447841726618705
1717,11,15,14,0.21428571428571427,0.447841726618705
1717,24,2,1,0.0,0.447841726618705
1717,11,16,3,0.3333333333333333,0.447841726618705
1717,24,3,3,0.3333333333333333,0.447841726618705
1717,24,4,2,0.0,0.447841726618705
1717,24,5,1,0.0,0.447841726618705
1717,24,7,1,0.0,0.447841726618705
1717,1,1,1,1.0,0.447841726618705
1717,1,2,4,1.0,0.447841726618705
1717,24,9,1,0.0,0.447841726618705
1717,1,3,16,0.25,0.447841726618705
1717,1,4,5,0.0,0.447841726618705
1717,12,2,2,1.0,0.447841726618705
1717,1,5,2,0.5,0.447841726618705
1717,12,3,24,0.7916666666666666,0.447841726618705
1717,12,4,9,0.7777777777777778,0.447841726618705
1717,12,5,2,0.0,0.447841726618705
1717,12,6,2,0.5,0.447841726618705
1717,1,8,1,1.0,0.447841726618705
1717,1,9,1,0.0,0.447841726618705
1717,12,7,2,0.5,0.447841726618705
1717,12,9,2,1.0,0.447841726618705
1717,23,11,2,0.5,0.447841726618705
1717,13,2,2,0.5,0.447841726618705
1717,13,3,29,0.7931034482758621,0.447841726618705
1717,13,4,9,0.3333333333333333,0.447841726618705
1717,13,5,2,1.0,0.447841726618705
1717,2,8,1,0.0,0.447841726618705
1717,13,6,5,0.8,0.447841726618705
1717,5,10,2,0.0,0.447841726618705
1717,13,7,4,0.25,0.447841726618705
1717,2,9,4,0.0,0.447841726618705
1717,13,8,1,0.0,0.447841726618705
1717,5,12,4,0.5,0.447841726618705
1717,13,9,2,0.0,0.447841726618705
1717,15,10,4,0.25,0.447841726618705
1717,5,13,6,0.5,0.447841726618705
1717,15,11,5,0.4,0.447841726618705
1717,5,14,2,0.5,0.447841726618705
1717,15,12,5,0.6,0.447841726618705
1717,15,13,1,1.0,0.447841726618705
1717,15,14,5,0.0,0.447841726618705
1717,15,15,12,0.25,0.447841726618705
1717,15,16,1,1.0,0.447841726618705
1717,10,10,4,0.25,0.447841726618705
1717,10,11,4,0.5,0.447841726618705
1717,10,12,1,0.0,0.447841726618705
1717,10,13,1,1.0,0.447841726618705
1717,10,14,4,0.25,0.447841726618705
1717,3,2,1,1.0,0.447841726618705
1717,3,3,3,0.0,0.447841726618705
1717,10,15,6,0.3333333333333333,0.447841726618705
1717,14,3,7,0.5714285714285714,0.447841726618705
1717,14,4,2,0.0,0.447841726618705
1717,3,7,1,0.0,0.447841726618705
1717,14,5,1,0.0,0.447841726618705
1717,14,6,1,0.0,0.447841726618705
1717,14,7,1,1.0,0.447841726618705
1717,14,9,2,0.5,0.447841726618705
1717,22,10,2,0.0,0.447841726618705
1717,4,2,4,0.5,0.447841726618705
1717,22,11,1,1.0,0.447841726618705
1717,4,3,9,0.4444444444444444,0.447841726618705
1717,22,12,3,0.3333333333333333,0.447841726618705
1717,4,4,4,0.25,0.447841726618705
1717,9,10,3,0.3333333333333333,0.447841726618705
1717,9,11,4,0.25,0.447841726618705
1717,15,3,3,0.3333333333333333,0.447841726618705
1717,4,6,1,1.0,0.447841726618705
1717,15,4,1,0.0,0.447841726618705
1717,19,10,8,0.125,0.447841726618705
1717,15,5,2,1.0,0.447841726618705
1717,15,6,1,0.0,0.447841726618705
1717,9,14,13,0.46153846153846156,0.447841726618705
1717,19,11,3,0.0,0.447841726618705
1717,4,8,1,0.0,0.447841726618705
1717,15,7,2,0.5,0.447841726618705
1717,4,9,1,1.0,0.447841726618705
1717,9,15,8,0.375,0.447841726618705
1717,15,8,1,1.0,0.447841726618705
1717,19,13,9,0.4444444444444444,0.447841726618705
1717,9,16,2,0.5,0.447841726618705
1717,9,17,2,0.5,0.447841726618705
1717,19,14,7,0.0,0.447841726618705
1717,15,9,2,1.0,0.447841726618705
1717,19,15,1,0.0,0.447841726618705
1717,4,10,3,0.6666666666666666,0.447841726618705
1717,4,11,1,1.0,0.447841726618705
1717,4,12,2,0.0,0.447841726618705
1717,4,13,3,0.6666666666666666,0.447841726618705
1717,14,10,1,1.0,0.447841726618705
1717,14,11,1,0.0,0.447841726618705
1717,4,14,1,0.0,0.447841726618705
1717,14,12,3,0.3333333333333333,0.447841726618705
1717,14,14,2,0.5,0.447841726618705
1717,14,15,17,0.35294117647058826,0.447841726618705
1717,5,2,3,0.3333333333333333,0.447841726618705
1717,5,3,10,0.6,0.447841726618705
1717,5,4,8,0.375,0.447841726618705
1717,5,5,5,0.4,0.447841726618705
1717,5,6,9,0.3333333333333333,0.447841726618705
1717,5,7,5,0.6,0.447841726618705
1717,16,5,4,0.0,0.447841726618705
1717,16,6,5,0.8,0.447841726618705
1717,5,8,4,0.75,0.447841726618705
1717,5,9,4,0.75,0.447841726618705
1717,16,7,3,0.6666666666666666,0.447841726618705
1717,16,8,5,0.8,0.447841726618705
1717,16,9,3,0.6666666666666666,0.447841726618705
1717,6,3,13,0.5384615384615384,0.447841726618705
1717,6,4,15,0.7333333333333333,0.447841726618705
1717,6,5,6,0.16666666666666666,0.447841726618705
1717,17,4,6,0.0,0.447841726618705
1717,6,6,3,0.3333333333333333,0.447841726618705
1717,17,5,4,0.5,0.447841726618705
1717,6,7,2,1.0,0.447841726618705
1717,6,8,2,1.0,0.447841726618705
1717,6,9,4,0.25,0.447841726618705
1717,17,7,3,0.3333333333333333,0.447841726618705
1717,17,8,3,0.0,0.447841726618705
1717,17,9,4,0.25,0.447841726618705
1717,21,11,1,1.0,0.447841726618705
1717,8,10,6,0.5,0.447841726618705
1717,21,12,5,0.4,0.447841726618705
1717,8,11,1,1.0,0.447841726618705
1717,21,13,2,0.5,0.447841726618705
1717,21,14,1,0.0,0.447841726618705
1717,18,10,5,0.4,0.447841726618705
1717,18,11,3,0.0,0.447841726618705
1717,8,14,6,0.16666666666666666,0.447841726618705
1717,18,12,1,1.0,0.447841726618705
1717,8,15,1,0.0,0.447841726618705
1717,8,16,1,0.0,0.447841726618705
1717,18,13,2,1.0,0.447841726618705
1717,18,14,7,0.42857142857142855,0.447841726618705
